Meter No.,Data Start Time,Data End Time,Active energy import A+(1.8.0)
21102097598,2023-05-17 19:30:00,2023-05-17 19:45:00,0.112
21102097598,2023-05-17 19:15:00,2023-05-17 19:30:00,0.113
21102097598,2023-05-17 19:00:00,2023-05-17 19:15:00,0.134
21102097598,2023-05-17 18:45:00,2023-05-17 19:00:00,0.078
21102097598,2023-05-17 18:30:00,2023-05-17 18:45:00,0.07
21102097598,2023-05-17 18:15:00,2023-05-17 18:30:00,0.035
21102097598,2023-05-17 18:00:00,2023-05-17 18:15:00,0.0
21102097598,2023-05-17 17:45:00,2023-05-17 18:00:00,0.0
21102097598,2023-05-17 17:30:00,2023-05-17 17:45:00,0.003
21102097598,2023-05-17 17:15:00,2023-05-17 17:30:00,0.003
21102097598,2023-05-17 17:00:00,2023-05-17 17:15:00,0.039
21102097598,2023-05-17 16:45:00,2023-05-17 17:00:00,0.004
21102097598,2023-05-17 16:30:00,2023-05-17 16:45:00,0.0
21102097598,2023-05-17 16:15:00,2023-05-17 16:30:00,0.004
21102097598,2023-05-17 16:00:00,2023-05-17 16:15:00,0.006
21102097598,2023-05-17 15:45:00,2023-05-17 16:00:00,0.009
21102097598,2023-05-17 15:30:00,2023-05-17 15:45:00,0.0
21102097598,2023-05-17 15:15:00,2023-05-17 15:30:00,0.0
21102097598,2023-05-17 15:00:00,2023-05-17 15:15:00,0.0
21102097598,2023-05-17 14:45:00,2023-05-17 15:00:00,0.0
21102097598,2023-05-17 14:30:00,2023-05-17 14:45:00,0.084
21102097598,2023-05-17 14:15:00,2023-05-17 14:30:00,0.091
21102097598,2023-05-17 14:00:00,2023-05-17 14:15:00,0.11
21102097598,2023-05-17 13:45:00,2023-05-17 14:00:00,0.0
21102097598,2023-05-17 13:30:00,2023-05-17 13:45:00,0.0
21102097598,2023-05-17 13:15:00,2023-05-17 13:30:00,0.002
21102097598,2023-05-17 13:00:00,2023-05-17 13:15:00,0.0
21102097598,2023-05-17 12:45:00,2023-05-17 13:00:00,0.0
21102097598,2023-05-17 12:30:00,2023-05-17 12:45:00,0.0
21102097598,2023-05-17 12:15:00,2023-05-17 12:30:00,0.0
21102097598,2023-05-17 12:00:00,2023-05-17 12:15:00,0.017
21102097598,2023-05-17 11:45:00,2023-05-17 12:00:00,0.095
21102097598,2023-05-17 11:30:00,2023-05-17 11:45:00,0.045
21102097598,2023-05-17 11:15:00,2023-05-17 11:30:00,0.029
21102097598,2023-05-17 11:00:00,2023-05-17 11:15:00,0.108
21102097598,2023-05-17 10:45:00,2023-05-17 11:00:00,0.061
21102097598,2023-05-17 10:30:00,2023-05-17 10:45:00,0.113
21102097598,2023-05-17 10:15:00,2023-05-17 10:30:00,0.308
21102097598,2023-05-17 10:00:00,2023-05-17 10:15:00,0.073
21102097598,2023-05-17 09:45:00,2023-05-17 10:00:00,0.003
21102097598,2023-05-17 09:30:00,2023-05-17 09:45:00,0.079
21102097598,2023-05-17 09:15:00,2023-05-17 09:30:00,0.088
21102097598,2023-05-17 09:00:00,2023-05-17 09:15:00,0.0
21102097598,2023-05-17 08:45:00,2023-05-17 09:00:00,0.001
21102097598,2023-05-17 08:30:00,2023-05-17 08:45:00,0.072
21102097598,2023-05-17 08:15:00,2023-05-17 08:30:00,0.128
21102097598,2023-05-17 08:00:00,2023-05-17 08:15:00,0.122
21102097598,2023-05-17 07:45:00,2023-05-17 08:00:00,0.03
21102097598,2023-05-17 07:30:00,2023-05-17 07:45:00,0.116
21102097598,2023-05-17 07:15:00,2023-05-17 07:30:00,0.167
21102097598,2023-05-17 07:00:00,2023-05-17 07:15:00,0.213
21102097598,2023-05-17 06:45:00,2023-05-17 07:00:00,0.21
21102097598,2023-05-17 06:30:00,2023-05-17 06:45:00,0.211
21102097598,2023-05-17 06:15:00,2023-05-17 06:30:00,0.171
21102097598,2023-05-17 06:00:00,2023-05-17 06:15:00,0.169
21102097598,2023-05-17 05:45:00,2023-05-17 06:00:00,0.164
21102097598,2023-05-17 05:30:00,2023-05-17 05:45:00,0.161
21102097598,2023-05-17 05:15:00,2023-05-17 05:30:00,0.175
21102097598,2023-05-17 05:00:00,2023-05-17 05:15:00,0.157
21102097598,2023-05-17 04:45:00,2023-05-17 05:00:00,0.143
21102097598,2023-05-17 04:30:00,2023-05-17 04:45:00,0.145
21102097598,2023-05-17 04:15:00,2023-05-17 04:30:00,0.16
21102097598,2023-05-17 04:00:00,2023-05-17 04:15:00,0.171
21102097598,2023-05-17 03:45:00,2023-05-17 04:00:00,0.163
21102097598,2023-05-17 03:30:00,2023-05-17 03:45:00,0.135
21102097598,2023-05-17 03:15:00,2023-05-17 03:30:00,0.158
21102097598,2023-05-17 03:00:00,2023-05-17 03:15:00,0.169
21102097598,2023-05-17 02:45:00,2023-05-17 03:00:00,0.195
21102097598,2023-05-17 02:30:00,2023-05-17 02:45:00,0.171
21102097598,2023-05-17 02:15:00,2023-05-17 02:30:00,0.167
21102097598,2023-05-17 02:00:00,2023-05-17 02:15:00,0.165
21102097598,2023-05-17 01:45:00,2023-05-17 02:00:00,0.187
21102097598,2023-05-17 01:30:00,2023-05-17 01:45:00,0.186
21102097598,2023-05-17 01:15:00,2023-05-17 01:30:00,0.16
21102097598,2023-05-17 01:00:00,2023-05-17 01:15:00,0.172
21102097598,2023-05-17 00:45:00,2023-05-17 01:00:00,0.151
21102097598,2023-05-17 00:30:00,2023-05-17 00:45:00,0.174
21102097598,2023-05-17 00:15:00,2023-05-17 00:30:00,0.164
21102097598,2023-05-17 00:00:00,2023-05-17 00:15:00,0.172
21102097598,2023-05-16 23:45:00,2023-05-17 00:00:00,0.173
21102097598,2023-05-16 23:30:00,2023-05-16 23:45:00,0.172
21102097598,2023-05-16 23:15:00,2023-05-16 23:30:00,0.201
21102097598,2023-05-16 23:00:00,2023-05-16 23:15:00,0.195
21102097598,2023-05-16 22:45:00,2023-05-16 23:00:00,0.182
21102097598,2023-05-16 22:30:00,2023-05-16 22:45:00,0.182
21102097598,2023-05-16 22:15:00,2023-05-16 22:30:00,0.22
21102097598,2023-05-16 22:00:00,2023-05-16 22:15:00,0.232
21102097598,2023-05-16 21:45:00,2023-05-16 22:00:00,0.187
21102097598,2023-05-16 21:30:00,2023-05-16 21:45:00,0.299
21102097598,2023-05-16 21:15:00,2023-05-16 21:30:00,0.142
21102097598,2023-05-16 21:00:00,2023-05-16 21:15:00,0.159
21102097598,2023-05-16 20:45:00,2023-05-16 21:00:00,0.171
21102097598,2023-05-16 20:30:00,2023-05-16 20:45:00,0.148
21102097598,2023-05-16 20:15:00,2023-05-16 20:30:00,0.15
21102097598,2023-05-16 20:00:00,2023-05-16 20:15:00,0.098
21102097598,2023-05-16 19:45:00,2023-05-16 20:00:00,0.126
21102097598,2023-05-16 19:30:00,2023-05-16 19:45:00,0.132
21102097598,2023-05-16 19:15:00,2023-05-16 19:30:00,0.152
21102097598,2023-05-16 19:00:00,2023-05-16 19:15:00,0.112
21102097598,2023-05-16 18:45:00,2023-05-16 19:00:00,0.079
21102097598,2023-05-16 18:30:00,2023-05-16 18:45:00,0.0
21102097598,2023-05-16 18:15:00,2023-05-16 18:30:00,0.001
21102097598,2023-05-16 18:00:00,2023-05-16 18:15:00,0.009
21102097598,2023-05-16 17:45:00,2023-05-16 18:00:00,0.01
21102097598,2023-05-16 17:30:00,2023-05-16 17:45:00,0.03
21102097598,2023-05-16 17:15:00,2023-05-16 17:30:00,0.0
21102097598,2023-05-16 17:00:00,2023-05-16 17:15:00,0.0
21102097598,2023-05-16 16:45:00,2023-05-16 17:00:00,0.001
21102097598,2023-05-16 16:30:00,2023-05-16 16:45:00,0.002
21102097598,2023-05-16 16:15:00,2023-05-16 16:30:00,0.0
21102097598,2023-05-16 16:00:00,2023-05-16 16:15:00,0.004
21102097598,2023-05-16 15:45:00,2023-05-16 16:00:00,0.002
21102097598,2023-05-16 15:30:00,2023-05-16 15:45:00,0.0
21102097598,2023-05-16 15:15:00,2023-05-16 15:30:00,0.001
21102097598,2023-05-16 15:00:00,2023-05-16 15:15:00,0.0
21102097598,2023-05-16 14:45:00,2023-05-16 15:00:00,0.0
21102097598,2023-05-16 14:30:00,2023-05-16 14:45:00,0.0
21102097598,2023-05-16 14:15:00,2023-05-16 14:30:00,0.0
21102097598,2023-05-16 14:00:00,2023-05-16 14:15:00,0.0
21102097598,2023-05-16 13:45:00,2023-05-16 14:00:00,0.0
21102097598,2023-05-16 13:30:00,2023-05-16 13:45:00,0.013
21102097598,2023-05-16 13:15:00,2023-05-16 13:30:00,0.066
21102097598,2023-05-16 13:00:00,2023-05-16 13:15:00,0.074
21102097598,2023-05-16 12:45:00,2023-05-16 13:00:00,0.12
21102097598,2023-05-16 12:30:00,2023-05-16 12:45:00,0.143
21102097598,2023-05-16 12:15:00,2023-05-16 12:30:00,0.17
21102097598,2023-05-16 12:00:00,2023-05-16 12:15:00,0.141
21102097598,2023-05-16 11:45:00,2023-05-16 12:00:00,0.453
21102097598,2023-05-16 11:30:00,2023-05-16 11:45:00,0.486
21102097598,2023-05-16 11:15:00,2023-05-16 11:30:00,0.546
21102097598,2023-05-16 11:00:00,2023-05-16 11:15:00,0.525
21102097598,2023-05-16 10:45:00,2023-05-16 11:00:00,0.5
21102097598,2023-05-16 10:30:00,2023-05-16 10:45:00,0.476
21102097598,2023-05-16 10:15:00,2023-05-16 10:30:00,0.504
21102097598,2023-05-16 10:00:00,2023-05-16 10:15:00,0.198
21102097598,2023-05-16 09:45:00,2023-05-16 10:00:00,0.044
21102097598,2023-05-16 09:30:00,2023-05-16 09:45:00,0.045
21102097598,2023-05-16 09:15:00,2023-05-16 09:30:00,0.154
21102097598,2023-05-16 09:00:00,2023-05-16 09:15:00,0.138
21102097598,2023-05-16 08:45:00,2023-05-16 09:00:00,0.12
21102097598,2023-05-16 08:30:00,2023-05-16 08:45:00,0.091
21102097598,2023-05-16 08:15:00,2023-05-16 08:30:00,0.048
21102097598,2023-05-16 08:00:00,2023-05-16 08:15:00,0.058
21102097598,2023-05-16 07:45:00,2023-05-16 08:00:00,0.01
21102097598,2023-05-16 07:30:00,2023-05-16 07:45:00,0.053
21102097598,2023-05-16 07:15:00,2023-05-16 07:30:00,0.077
21102097598,2023-05-16 07:00:00,2023-05-16 07:15:00,0.179
21102097598,2023-05-16 06:45:00,2023-05-16 07:00:00,0.225
21102097598,2023-05-16 06:30:00,2023-05-16 06:45:00,0.234
21102097598,2023-05-16 06:15:00,2023-05-16 06:30:00,0.143
21102097598,2023-05-16 06:00:00,2023-05-16 06:15:00,0.148
21102097598,2023-05-16 05:45:00,2023-05-16 06:00:00,0.156
21102097598,2023-05-16 05:30:00,2023-05-16 05:45:00,0.13
21102097598,2023-05-16 05:15:00,2023-05-16 05:30:00,0.151
21102097598,2023-05-16 05:00:00,2023-05-16 05:15:00,0.144
21102097598,2023-05-16 04:45:00,2023-05-16 05:00:00,0.172
21102097598,2023-05-16 04:30:00,2023-05-16 04:45:00,0.153
21102097598,2023-05-16 04:15:00,2023-05-16 04:30:00,0.169
21102097598,2023-05-16 04:00:00,2023-05-16 04:15:00,0.187
21102097598,2023-05-16 03:45:00,2023-05-16 04:00:00,0.212
21102097598,2023-05-16 03:30:00,2023-05-16 03:45:00,0.15
21102097598,2023-05-16 03:15:00,2023-05-16 03:30:00,0.118
21102097598,2023-05-16 03:00:00,2023-05-16 03:15:00,0.164
21102097598,2023-05-16 02:45:00,2023-05-16 03:00:00,0.141
21102097598,2023-05-16 02:30:00,2023-05-16 02:45:00,0.172
21102097598,2023-05-16 02:15:00,2023-05-16 02:30:00,0.151
21102097598,2023-05-16 02:00:00,2023-05-16 02:15:00,0.19
21102097598,2023-05-16 01:45:00,2023-05-16 02:00:00,0.19
21102097598,2023-05-16 01:30:00,2023-05-16 01:45:00,0.165
21102097598,2023-05-16 01:15:00,2023-05-16 01:30:00,0.209
21102097598,2023-05-16 01:00:00,2023-05-16 01:15:00,0.173
21102097598,2023-05-16 00:45:00,2023-05-16 01:00:00,0.183
21102097598,2023-05-16 00:30:00,2023-05-16 00:45:00,0.156
21102097598,2023-05-16 00:15:00,2023-05-16 00:30:00,0.149
21102097598,2023-05-16 00:00:00,2023-05-16 00:15:00,0.148
21102097598,2023-05-15 23:45:00,2023-05-16 00:00:00,0.162
21102097598,2023-05-15 23:30:00,2023-05-15 23:45:00,0.161
21102097598,2023-05-15 23:15:00,2023-05-15 23:30:00,0.142
21102097598,2023-05-15 23:00:00,2023-05-15 23:15:00,0.145
21102097598,2023-05-15 22:45:00,2023-05-15 23:00:00,0.188
21102097598,2023-05-15 22:30:00,2023-05-15 22:45:00,0.201
21102097598,2023-05-15 22:15:00,2023-05-15 22:30:00,0.213
21102097598,2023-05-15 22:00:00,2023-05-15 22:15:00,0.182
21102097598,2023-05-15 21:45:00,2023-05-15 22:00:00,0.204
21102097598,2023-05-15 21:30:00,2023-05-15 21:45:00,0.194
21102097598,2023-05-15 21:15:00,2023-05-15 21:30:00,0.189
21102097598,2023-05-15 21:00:00,2023-05-15 21:15:00,0.196
21102097598,2023-05-15 20:45:00,2023-05-15 21:00:00,0.182
21102097598,2023-05-15 20:30:00,2023-05-15 20:45:00,0.185
21102097598,2023-05-15 20:15:00,2023-05-15 20:30:00,0.16
21102097598,2023-05-15 20:00:00,2023-05-15 20:15:00,0.138
21102097598,2023-05-15 19:45:00,2023-05-15 20:00:00,0.085
21102097598,2023-05-15 19:30:00,2023-05-15 19:45:00,0.113
21102097598,2023-05-15 19:15:00,2023-05-15 19:30:00,0.101
21102097598,2023-05-15 19:00:00,2023-05-15 19:15:00,0.086
21102097598,2023-05-15 18:45:00,2023-05-15 19:00:00,0.012
21102097598,2023-05-15 18:30:00,2023-05-15 18:45:00,0.101
21102097598,2023-05-15 18:15:00,2023-05-15 18:30:00,0.103
21102097598,2023-05-15 18:00:00,2023-05-15 18:15:00,0.042
21102097598,2023-05-15 17:45:00,2023-05-15 18:00:00,0.011
21102097598,2023-05-15 17:30:00,2023-05-15 17:45:00,0.0
21102097598,2023-05-15 17:15:00,2023-05-15 17:30:00,0.013
21102097598,2023-05-15 17:00:00,2023-05-15 17:15:00,0.0
21102097598,2023-05-15 16:45:00,2023-05-15 17:00:00,0.0
21102097598,2023-05-15 16:30:00,2023-05-15 16:45:00,0.0
21102097598,2023-05-15 16:15:00,2023-05-15 16:30:00,0.0
21102097598,2023-05-15 16:00:00,2023-05-15 16:15:00,0.022
21102097598,2023-05-15 15:45:00,2023-05-15 16:00:00,0.0
21102097598,2023-05-15 15:30:00,2023-05-15 15:45:00,0.0
21102097598,2023-05-15 15:15:00,2023-05-15 15:30:00,0.039
21102097598,2023-05-15 15:00:00,2023-05-15 15:15:00,0.033
21102097598,2023-05-15 14:45:00,2023-05-15 15:00:00,0.183
21102097598,2023-05-15 14:30:00,2023-05-15 14:45:00,0.357
21102097598,2023-05-15 14:15:00,2023-05-15 14:30:00,0.033
21102097598,2023-05-15 14:00:00,2023-05-15 14:15:00,0.027
21102097598,2023-05-15 13:45:00,2023-05-15 14:00:00,0.0
21102097598,2023-05-15 13:30:00,2023-05-15 13:45:00,0.0
21102097598,2023-05-15 13:15:00,2023-05-15 13:30:00,0.0
21102097598,2023-05-15 13:00:00,2023-05-15 13:15:00,0.0
21102097598,2023-05-15 12:45:00,2023-05-15 13:00:00,0.0
21102097598,2023-05-15 12:30:00,2023-05-15 12:45:00,0.379
21102097598,2023-05-15 12:15:00,2023-05-15 12:30:00,0.531
21102097598,2023-05-15 12:00:00,2023-05-15 12:15:00,0.585
21102097598,2023-05-15 11:45:00,2023-05-15 12:00:00,0.647
21102097598,2023-05-15 11:30:00,2023-05-15 11:45:00,0.666
21102097598,2023-05-15 11:15:00,2023-05-15 11:30:00,0.427
21102097598,2023-05-15 11:00:00,2023-05-15 11:15:00,0.327
21102097598,2023-05-15 10:45:00,2023-05-15 11:00:00,0.053
21102097598,2023-05-15 10:30:00,2023-05-15 10:45:00,0.0
21102097598,2023-05-15 10:15:00,2023-05-15 10:30:00,0.0
21102097598,2023-05-15 10:00:00,2023-05-15 10:15:00,0.0
21102097598,2023-05-15 09:45:00,2023-05-15 10:00:00,0.0
21102097598,2023-05-15 09:30:00,2023-05-15 09:45:00,0.0
21102097598,2023-05-15 09:15:00,2023-05-15 09:30:00,0.0
21102097598,2023-05-15 09:00:00,2023-05-15 09:15:00,0.073
21102097598,2023-05-15 08:45:00,2023-05-15 09:00:00,0.045
21102097598,2023-05-15 08:30:00,2023-05-15 08:45:00,0.088
21102097598,2023-05-15 08:15:00,2023-05-15 08:30:00,0.075
21102097598,2023-05-15 08:00:00,2023-05-15 08:15:00,0.082
21102097598,2023-05-15 07:45:00,2023-05-15 08:00:00,0.053
21102097598,2023-05-15 07:30:00,2023-05-15 07:45:00,0.072
21102097598,2023-05-15 07:15:00,2023-05-15 07:30:00,0.038
21102097598,2023-05-15 07:00:00,2023-05-15 07:15:00,0.027
21102097598,2023-05-15 06:45:00,2023-05-15 07:00:00,0.051
21102097598,2023-05-15 06:30:00,2023-05-15 06:45:00,0.092
21102097598,2023-05-15 06:15:00,2023-05-15 06:30:00,0.079
21102097598,2023-05-15 06:00:00,2023-05-15 06:15:00,0.095
21102097598,2023-05-15 05:45:00,2023-05-15 06:00:00,0.11
21102097598,2023-05-15 05:30:00,2023-05-15 05:45:00,0.108
21102097598,2023-05-15 05:15:00,2023-05-15 05:30:00,0.102
21102097598,2023-05-15 05:00:00,2023-05-15 05:15:00,0.065
21102097598,2023-05-15 04:45:00,2023-05-15 05:00:00,0.093
21102097598,2023-05-15 04:30:00,2023-05-15 04:45:00,0.092
21102097598,2023-05-15 04:15:00,2023-05-15 04:30:00,0.084
21102097598,2023-05-15 04:00:00,2023-05-15 04:15:00,0.073
21102097598,2023-05-15 03:45:00,2023-05-15 04:00:00,0.082
21102097598,2023-05-15 03:30:00,2023-05-15 03:45:00,0.118
21102097598,2023-05-15 03:15:00,2023-05-15 03:30:00,0.107
21102097598,2023-05-15 03:00:00,2023-05-15 03:15:00,0.099
21102097598,2023-05-15 02:45:00,2023-05-15 03:00:00,0.096
21102097598,2023-05-15 02:30:00,2023-05-15 02:45:00,0.112
21102097598,2023-05-15 02:15:00,2023-05-15 02:30:00,0.097
21102097598,2023-05-15 02:00:00,2023-05-15 02:15:00,0.066
21102097598,2023-05-15 01:45:00,2023-05-15 02:00:00,0.088
21102097598,2023-05-15 01:30:00,2023-05-15 01:45:00,0.093
21102097598,2023-05-15 01:15:00,2023-05-15 01:30:00,0.104
21102097598,2023-05-15 01:00:00,2023-05-15 01:15:00,0.097
21102097598,2023-05-15 00:45:00,2023-05-15 01:00:00,0.112
21102097598,2023-05-15 00:30:00,2023-05-15 00:45:00,0.128
21102097598,2023-05-15 00:15:00,2023-05-15 00:30:00,0.128
21102097598,2023-05-15 00:00:00,2023-05-15 00:15:00,0.128
